invoice_id,invoice_date,new_charges,overdue_charges,due_date,usage_charges,local_call,local_data,payment_method
4702166251,1/9/2020,$241.85,,15/9/2020,$96.41,$282.16,$284.83,e-wallet
6612153341,1/10/2020,$293.55,,15/10/2020,$482.43,$257.44,$424.41,cheque
2968309898,1/11/2020,$318.94,$334.27,15/11/2020,$560.72,$79.73,$473.56,e-wallet
3058427809,1/12/2020,$211.11,,15/12/2020,$485.22,$155.71,$426.35,credit card
4622930403,1/1/2020,$147.99,$193.87,15/1/2020,$480.59,$96.80,$69.26,cheque
4105975765,1/2/2020,$292.77,,15/2/2020,$797.69,$410.59,$141.39,credit card
4753170112,1/3/2020,$287.53,$39.07,15/3/2020,$60.57,$170.28,$285.77,e-wallet
3506629553,1/4/2020,$450.00,$235.67,15/4/2020,$519.16,$230.27,$82.25,e-wallet
4238930151,1/5/2020,$404.62,$323.47,15/5/2020,$940.03,$477.07,$406.28,e-wallet
1040684955,1/6/2020,$128.89,,15/6/2020,$131.45,$444.27,$352.96,cheque
3056885427,1/7/2020,$414.86,,15/7/2020,$558.67,$152.58,$298.39,credit card
5323347846,1/8/2020,$38.76,,15/8/2020,$830.96,$170.05,$338.26,e-wallet
9669846919,1/9/2020,$480.72,$315.39,15/9/2020,$336.72,$408.11,$173.32,credit card
9266648502,1/10/2020,$303.63,,15/10/2020,$540.86,$142.94,$237.81,e-wallet
0208651661,1/11/2020,$207.47,$313.05,15/11/2020,$752.84,$180.82,$404.21,cheque
3408315317,1/12/2020,$254.15,,15/12/2020,$412.65,$428.08,$313.42,cheque
7868332616,1/1/2020,$192.86,,15/1/2020,$707.91,$413.95,$155.33,credit card
3398293683,1/2/2020,$231.38,,15/2/2020,$287.07,$314.87,$175.20,cheque
3864862290,1/3/2020,$452.62,$70.48,15/3/2020,$711.99,$277.30,$269.18,cheque
7883059301,1/4/2020,$163.23,$445.06,15/4/2020,$777.55,$405.65,$22.79,cheque
9912697724,1/5/2020,$324.00,,15/5/2020,$97.76,$170.18,$464.34,cheque
7835832152,1/6/2020,$74.62,,15/6/2020,$680.11,$97.89,$201.63,cheque
5870343706,1/7/2020,$419.17,,15/7/2020,$459.28,$5.07,$298.71,e-wallet
0635735525,1/8/2020,$392.83,$294.54,15/8/2020,$192.72,$311.14,$460.18,cheque
2826974884,1/9/2020,$376.36,,15/9/2020,$15.89,$393.89,$279.19,cheque
7844740784,1/10/2020,$499.52,$87.44,15/10/2020,$814.47,$243.54,$393.04,cheque
6551282128,1/11/2020,$191.00,,15/11/2020,$81.80,$436.60,$338.45,credit card
5311654032,1/12/2020,$118.23,,15/12/2020,$174.93,$312.53,$416.34,e-wallet
3943336201,1/1/2020,$395.06,,15/1/2020,$46.19,$6.00,$378.69,e-wallet
5447881316,1/2/2020,$312.97,,15/2/2020,$937.26,$390.86,$275.96,credit card
2233879916,1/3/2020,$325.16,$27.49,15/3/2020,$487.99,$442.57,$400.66,credit card
3516798277,1/4/2020,$163.75,,15/4/2020,$572.64,$422.79,$487.17,credit card
3342531548,1/5/2020,$233.52,$213.92,15/5/2020,$866.39,$423.41,$100.91,e-wallet
8765436691,1/6/2020,$216.66,$46.82,15/6/2020,$758.33,$88.50,$181.42,e-wallet
4953893626,1/7/2020,$104.54,,15/7/2020,$890.64,$160.96,$7.15,credit card
3265415565,1/8/2020,$307.88,$376.98,15/8/2020,$746.32,$355.21,$411.27,credit card
2744293872,1/9/2020,$223.64,$30.59,15/9/2020,$151.27,$422.64,$136.75,cheque
9380804209,1/10/2020,$490.75,,15/10/2020,$412.89,$0.23,$206.23,cheque
7395401568,1/11/2020,$375.33,$248.76,15/11/2020,$299.08,$345.41,$367.48,credit card
1718009446,1/12/2020,$349.82,,15/12/2020,$133.54,$286.46,$397.04,cheque
5834765754,1/1/2020,$93.52,,15/1/2020,$370.57,$437.95,$168.95,e-wallet
8503386794,1/2/2020,$456.69,,15/2/2020,$158.38,$491.56,$76.32,credit card
5475312362,1/3/2020,$261.89,$420.91,15/3/2020,$359.12,$101.88,$94.88,cheque
5108969530,1/4/2020,$251.02,$169.54,15/4/2020,$545.16,$77.52,$59.18,cheque
0057547118,1/5/2020,$279.39,,15/5/2020,$896.00,$436.12,$318.32,cheque
5962881287,1/6/2020,$89.53,$24.41,15/6/2020,$264.54,$448.97,$328.53,cheque
1923287650,1/7/2020,$303.84,,15/7/2020,$494.61,$426.83,$379.05,credit card
1561968569,1/8/2020,$474.79,,15/8/2020,$948.41,$314.84,$187.34,credit card
8139254181,1/9/2020,$16.56,$472.24,15/9/2020,$824.29,$197.71,$225.78,credit card
6709674615,1/10/2020,$100.75,,15/10/2020,$225.79,$244.51,$206.62,cheque
8920206252,1/11/2020,$174.80,,15/11/2020,$200.54,$499.04,$374.86,credit card
7338682693,1/12/2020,$390.18,,15/12/2020,$626.33,$61.95,$419.73,credit card
1548530434,1/1/2020,$314.56,$71.62,15/1/2020,$102.06,$304.36,$271.83,credit card
6020671595,1/2/2020,$412.52,,15/2/2020,$598.81,$490.14,$255.61,cheque
9708532435,1/3/2020,$211.24,,15/3/2020,$338.57,$164.88,$104.34,e-wallet
1619687424,1/4/2020,$146.82,,15/4/2020,$541.12,$190.03,$383.86,cheque
3877763256,1/5/2020,$44.37,,15/5/2020,$687.38,$90.18,$48.93,credit card
1395004901,1/6/2020,$347.59,,15/6/2020,$486.29,$193.33,$105.29,credit card
2066571416,1/7/2020,$273.77,,15/7/2020,$801.82,$450.92,$472.97,e-wallet
4860890469,1/8/2020,$434.37,,15/8/2020,$278.75,$211.07,$27.27,credit card
0920883982,1/9/2020,$323.37,$452.26,15/9/2020,$902.46,$184.21,$218.22,e-wallet
9784041791,1/10/2020,$287.36,$189.13,15/10/2020,$112.29,$10.29,$236.09,cheque
3514459053,1/11/2020,$485.56,$204.60,15/11/2020,$64.97,$42.05,$25.99,e-wallet
8288954847,1/12/2020,$463.98,,15/12/2020,$530.97,$101.47,$380.39,credit card
6694972596,1/1/2020,$228.06,,15/1/2020,$34.71,$440.28,$411.83,e-wallet
4783107917,1/2/2020,$264.35,,15/2/2020,$804.57,$80.35,$290.31,credit card
5419201745,1/3/2020,$338.30,,15/3/2020,$889.37,$153.26,$364.39,e-wallet
6099431887,1/4/2020,$61.06,,15/4/2020,$279.64,$82.63,$115.48,credit card
3777405031,1/5/2020,$176.52,$435.32,15/5/2020,$506.66,$352.67,$424.70,e-wallet
5674869352,1/6/2020,$175.79,$108.13,15/6/2020,$182.68,$464.18,$106.53,e-wallet
2117785540,1/7/2020,$55.87,$63.36,15/7/2020,$514.95,$39.45,$265.37,credit card
6810470995,1/8/2020,$378.12,,15/8/2020,$979.20,$133.24,$438.32,credit card
1675472434,1/9/2020,$451.22,,15/9/2020,$151.68,$232.48,$138.94,cheque
5025270502,1/10/2020,$272.99,,15/10/2020,$320.96,$154.84,$162.80,e-wallet
1765445111,1/11/2020,$469.67,$395.48,15/11/2020,$142.61,$466.27,$93.04,credit card
3000893917,1/12/2020,$153.25,$325.69,15/12/2020,$634.22,$25.54,$205.60,credit card
9999769427,1/1/2020,$471.71,,15/1/2020,$689.07,$275.99,$19.67,credit card
0673803773,1/2/2020,$16.16,$116.09,15/2/2020,$227.53,$159.90,$341.02,cheque
8550424509,1/3/2020,$205.42,,15/3/2020,$681.95,$179.43,$169.74,credit card
6499947198,1/4/2020,$261.58,$397.83,15/4/2020,$26.84,$106.64,$297.38,e-wallet
2831612580,1/5/2020,$164.43,,15/5/2020,$33.79,$467.97,$226.13,cheque
7718842147,1/6/2020,$328.01,$364.58,15/6/2020,$727.75,$420.23,$463.41,e-wallet
5944820813,1/7/2020,$425.68,$144.06,15/7/2020,$830.08,$49.30,$494.50,e-wallet
5831621786,1/8/2020,$133.37,,15/8/2020,$790.00,$50.66,$439.15,credit card
8707295584,1/9/2020,$297.74,$107.38,15/9/2020,$299.70,$380.45,$428.81,credit card
7805742699,1/10/2020,$26.34,$248.88,15/10/2020,$338.38,$463.59,$273.86,credit card
0423863361,1/11/2020,$151.81,,15/11/2020,$209.77,$162.16,$104.53,e-wallet
0857428765,1/12/2020,$303.16,,15/12/2020,$151.05,$449.85,$302.01,cheque
0597915185,1/1/2020,$134.09,,15/1/2020,$205.71,$206.65,$178.67,cheque
3157590899,1/2/2020,$378.11,$435.04,15/2/2020,$590.33,$242.06,$174.88,credit card
3959895190,1/3/2020,$85.01,,15/3/2020,$597.95,$69.75,$250.73,credit card
0456556154,1/4/2020,$102.23,$323.77,15/4/2020,$582.66,$161.52,$249.40,credit card
1992541527,1/5/2020,$167.29,,15/5/2020,$103.66,$269.02,$371.26,e-wallet
9921273566,1/6/2020,$363.99,,15/6/2020,$859.37,$296.08,$357.77,cheque
0232501441,1/7/2020,$347.81,,15/7/2020,$400.11,$394.77,$276.73,cheque
6272567141,1/8/2020,$315.32,,15/8/2020,$925.36,$445.82,$476.87,e-wallet
7537880708,1/9/2020,$36.78,,15/9/2020,$689.90,$280.68,$293.21,credit card
7131792932,1/10/2020,$94.78,,15/10/2020,$738.60,$2.63,$237.01,e-wallet
9901535960,1/11/2020,$348.91,,15/11/2020,$490.74,$18.22,$342.42,credit card
5723867708,1/12/2020,$29.93,,15/12/2020,$756.53,$413.85,$456.19,cheque
9885437700,1/1/2020,$431.35,,15/1/2020,$974.80,$167.15,$392.91,credit card
6254601881,1/2/2020,$215.25,,15/2/2020,$565.98,$215.26,$126.11,credit card
5140987572,1/3/2020,$389.65,,15/3/2020,$105.68,$132.57,$479.41,credit card
9960209383,1/4/2020,$304.34,$43.53,15/4/2020,$639.21,$442.50,$357.26,cheque
0683090837,1/5/2020,$446.69,,15/5/2020,$441.07,$390.47,$266.32,cheque
3951735215,1/6/2020,$331.56,,15/6/2020,$494.44,$171.02,$130.06,cheque
7779699533,1/7/2020,$426.01,$50.64,15/7/2020,$161.66,$415.17,$124.43,e-wallet
5728862024,1/8/2020,$386.39,,15/8/2020,$552.77,$317.93,$233.86,cheque
6684161747,1/9/2020,$420.40,,15/9/2020,$462.10,$358.55,$491.71,cheque
5033361388,1/10/2020,$77.66,,15/10/2020,$211.04,$144.24,$457.81,cheque
8006875268,1/11/2020,$451.84,,15/11/2020,$64.99,$28.59,$64.59,credit card
0725113211,1/12/2020,$135.94,,15/12/2020,$462.58,$337.60,$248.13,credit card
7135695110,1/1/2020,$391.41,$252.33,15/1/2020,$918.71,$61.43,$211.01,cheque
6047686112,1/2/2020,$239.33,,15/2/2020,$70.54,$1.57,$8.20,cheque
2712648117,1/3/2020,$25.13,,15/3/2020,$48.91,$15.09,$275.33,credit card
7418751089,1/4/2020,$51.22,,15/4/2020,$164.45,$255.48,$329.20,cheque
8023344055,1/5/2020,$191.41,$331.68,15/5/2020,$750.30,$449.00,$107.13,credit card
4252353989,1/6/2020,$52.13,,15/6/2020,$474.41,$33.01,$240.56,cheque
5994950815,1/7/2020,$421.08,,15/7/2020,$952.99,$202.71,$217.55,cheque
4971966656,1/8/2020,$217.75,,15/8/2020,$570.86,$400.96,$159.70,e-wallet
4233950600,1/9/2020,$410.75,$182.58,15/9/2020,$933.56,$55.95,$398.97,cheque
1900840567,1/10/2020,$104.76,,15/10/2020,$619.81,$366.38,$187.67,credit card
4090068510,1/11/2020,$317.12,,15/11/2020,$97.68,$493.82,$481.26,e-wallet
4216908464,1/12/2020,$390.42,$394.82,15/12/2020,$296.16,$301.52,$424.84,credit card
3851721069,1/1/2020,$56.48,,15/1/2020,$367.42,$288.24,$381.20,e-wallet
9420311540,1/2/2020,$236.51,,15/2/2020,$458.81,$334.65,$410.16,e-wallet
2163181748,1/3/2020,$364.88,,15/3/2020,$543.47,$413.07,$391.84,credit card
0104054389,1/4/2020,$455.68,,15/4/2020,$64.75,$361.27,$228.04,cheque
2057895483,1/5/2020,$409.60,,15/5/2020,$846.85,$61.46,$17.91,credit card
3464015238,1/6/2020,$169.57,,15/6/2020,$680.86,$18.07,$121.35,cheque
1272795547,1/7/2020,$245.58,,15/7/2020,$223.32,$17.47,$109.15,cheque
0803786106,1/8/2020,$94.28,$427.27,15/8/2020,$969.78,$67.10,$208.12,credit card
9120263876,1/9/2020,$316.74,$287.94,15/9/2020,$912.46,$227.20,$401.29,credit card
9879882687,1/10/2020,$240.93,,15/10/2020,$325.21,$457.97,$39.83,cheque
1038757677,1/11/2020,$413.76,$26.74,15/11/2020,$510.85,$171.84,$487.66,e-wallet
8117301996,1/12/2020,$128.67,$302.66,15/12/2020,$936.60,$79.91,$328.99,e-wallet
5908636706,1/1/2020,$172.94,,15/1/2020,$84.54,$310.03,$388.43,credit card
8869290238,1/2/2020,$315.70,,15/2/2020,$119.95,$443.52,$437.33,cheque
9359203286,1/3/2020,$286.66,,15/3/2020,$358.07,$191.70,$446.34,e-wallet
4390146847,1/4/2020,$101.79,,15/4/2020,$724.56,$66.55,$78.24,e-wallet
9999863365,1/5/2020,$199.22,,15/5/2020,$783.07,$251.36,$188.85,credit card
4717069289,1/6/2020,$54.53,,15/6/2020,$396.60,$272.06,$472.87,e-wallet
6293801943,1/7/2020,$458.89,,15/7/2020,$784.53,$258.29,$392.25,cheque
7669576129,1/8/2020,$52.26,$122.31,15/8/2020,$288.68,$17.06,$166.86,cheque
7932502113,1/9/2020,$418.17,$279.36,15/9/2020,$371.79,$201.45,$194.05,credit card
8048633862,1/10/2020,$324.86,$213.45,15/10/2020,$970.98,$122.75,$57.30,e-wallet
0808614269,1/11/2020,$176.29,,15/11/2020,$555.66,$473.05,$330.21,cheque
7778960653,1/12/2020,$62.52,$393.90,15/12/2020,$528.91,$336.81,$76.78,cheque
8333599928,1/1/2020,$332.41,$392.63,15/1/2020,$567.24,$201.27,$89.49,cheque
5616939840,1/2/2020,$242.00,,15/2/2020,$824.13,$219.42,$179.42,e-wallet
7856715459,1/3/2020,$371.10,,15/3/2020,$17.26,$475.23,$403.60,e-wallet
4544131271,1/4/2020,$330.59,,15/4/2020,$576.93,$254.27,$2.61,e-wallet
8690756354,1/5/2020,$242.55,$340.68,15/5/2020,$324.10,$455.13,$117.58,credit card
5065620109,1/6/2020,$411.01,,15/6/2020,$242.15,$99.36,$141.85,credit card
2130216952,1/7/2020,$99.39,,15/7/2020,$191.86,$144.43,$357.83,e-wallet
5258314292,1/8/2020,$187.17,,15/8/2020,$241.17,$91.86,$133.24,credit card
4505428108,1/9/2020,$265.08,$279.70,15/9/2020,$103.26,$197.20,$280.86,cheque
7188198688,1/10/2020,$67.09,$4.53,15/10/2020,$729.66,$472.74,$32.15,credit card
8333486907,1/11/2020,$332.80,,15/11/2020,$819.98,$489.24,$68.77,credit card
5130808521,1/12/2020,$151.57,,15/12/2020,$181.63,$427.72,$77.48,cheque
0492014425,1/1/2020,$400.54,,15/1/2020,$202.37,$54.37,$447.54,credit card
4255032565,1/2/2020,$142.86,,15/2/2020,$705.18,$243.91,$24.20,credit card
9157633332,1/3/2020,$392.29,$253.95,15/3/2020,$23.81,$387.84,$359.03,e-wallet
4830681934,1/4/2020,$38.19,$175.48,15/4/2020,$326.15,$396.49,$272.81,credit card
8445181716,1/5/2020,$315.27,$428.00,15/5/2020,$308.46,$5.73,$79.03,e-wallet
0727733159,1/6/2020,$481.05,,15/6/2020,$507.19,$37.48,$272.05,credit card
1510076972,1/7/2020,$266.61,,15/7/2020,$120.22,$275.65,$256.79,cheque
2143099886,1/8/2020,$447.25,$278.26,15/8/2020,$63.58,$257.31,$166.14,cheque
1622044017,1/9/2020,$424.60,$375.47,15/9/2020,$738.52,$172.50,$186.47,credit card
9945894502,1/10/2020,$140.10,$11.56,15/10/2020,$810.25,$241.45,$478.18,credit card
1498353124,1/11/2020,$188.29,$377.12,15/11/2020,$909.79,$341.99,$106.67,cheque
1930585858,1/12/2020,$139.86,,15/12/2020,$844.95,$429.15,$194.97,cheque
9662799441,1/1/2020,$282.49,,15/1/2020,$844.53,$375.41,$140.95,credit card
6820112950,1/2/2020,$117.50,,15/2/2020,$160.47,$197.59,$18.73,cheque
3334326037,1/3/2020,$255.15,$445.93,15/3/2020,$272.50,$23.38,$334.70,cheque
9160968277,1/4/2020,$165.11,,15/4/2020,$224.32,$293.56,$422.01,e-wallet
7205526831,1/5/2020,$269.49,,15/5/2020,$567.28,$422.14,$242.77,cheque
8741674511,1/6/2020,$101.99,$127.80,15/6/2020,$208.81,$421.40,$137.67,e-wallet
6365894259,1/7/2020,$223.81,,15/7/2020,$186.29,$331.74,$449.23,cheque
5673992395,1/8/2020,$398.99,,15/8/2020,$493.20,$250.86,$267.70,e-wallet
2481840292,1/9/2020,$145.17,,15/9/2020,$653.64,$121.28,$130.54,e-wallet
0976185990,1/10/2020,$463.52,$219.25,15/10/2020,$191.24,$376.47,$76.50,cheque
2992174244,1/11/2020,$401.73,,15/11/2020,$263.18,$314.07,$333.11,e-wallet
3352584244,1/12/2020,$139.32,$150.41,15/12/2020,$358.34,$63.05,$170.36,credit card
6499047312,1/1/2020,$199.00,$242.16,15/1/2020,$873.33,$423.01,$162.70,e-wallet
2181345656,1/2/2020,$102.23,,15/2/2020,$320.41,$228.89,$111.90,e-wallet
7856931559,1/3/2020,$321.36,,15/3/2020,$14.14,$46.63,$103.46,credit card
3911690940,1/4/2020,$236.65,,15/4/2020,$292.96,$86.52,$13.00,credit card
9660975253,1/5/2020,$206.09,,15/5/2020,$265.82,$55.47,$271.81,e-wallet
4711016909,1/6/2020,$368.99,$350.81,15/6/2020,$599.49,$263.69,$107.24,cheque
6252564353,1/7/2020,$181.89,,15/7/2020,$403.74,$408.26,$53.87,e-wallet
4185182857,1/8/2020,$116.81,,15/8/2020,$888.92,$477.33,$4.40,e-wallet
2678013408,1/9/2020,$497.76,,15/9/2020,$615.85,$458.75,$311.20,e-wallet
1402592013,1/10/2020,$487.82,$77.35,15/10/2020,$101.86,$443.43,$426.94,e-wallet
0646027801,1/11/2020,$29.73,,15/11/2020,$343.76,$391.28,$373.12,e-wallet
6347456350,1/12/2020,$185.14,,15/12/2020,$982.08,$352.89,$107.09,e-wallet
2478024558,1/1/2020,$459.55,,15/1/2020,$705.81,$168.61,$97.98,cheque
9055570924,1/2/2020,$236.42,$141.76,15/2/2020,$559.91,$91.21,$260.55,cheque
0039062985,1/3/2020,$19.16,$79.23,15/3/2020,$491.52,$55.22,$218.53,cheque
2866937204,1/4/2020,$99.63,,15/4/2020,$509.95,$23.53,$250.66,credit card
2077784079,1/5/2020,$333.13,,15/5/2020,$688.01,$372.97,$354.22,e-wallet
8294861186,1/6/2020,$159.25,,15/6/2020,$620.63,$330.07,$443.70,e-wallet
8665849767,1/7/2020,$43.85,$312.45,15/7/2020,$154.67,$260.13,$311.75,e-wallet
1218959144,1/8/2020,$391.29,$285.15,15/8/2020,$848.50,$148.47,$246.47,credit card
5926897196,1/9/2020,$348.34,,15/9/2020,$776.35,$242.13,$193.35,cheque
2207735493,1/10/2020,$222.19,$44.75,15/10/2020,$824.80,$47.39,$365.73,credit card
9622340749,1/11/2020,$152.62,,15/11/2020,$805.61,$414.83,$64.54,credit card
8314237317,1/12/2020,$210.98,,15/12/2020,$229.72,$144.79,$456.82,credit card
5235618974,1/1/2020,$469.39,$341.35,15/1/2020,$990.90,$176.19,$186.70,cheque
0015842040,1/2/2020,$281.05,,15/2/2020,$689.34,$317.33,$130.38,cheque
2751115114,1/3/2020,$83.59,,15/3/2020,$482.43,$156.06,$295.76,credit card
7852105771,1/4/2020,$492.71,,15/4/2020,$424.06,$421.13,$470.82,credit card
5227913202,1/5/2020,$77.01,$431.74,15/5/2020,$474.35,$430.75,$231.61,credit card
7058956289,1/6/2020,$450.18,,15/6/2020,$275.53,$453.70,$421.51,credit card
8552526306,1/7/2020,$170.52,$52.45,15/7/2020,$389.39,$251.47,$438.56,credit card
0865678025,1/8/2020,$328.69,,15/8/2020,$459.20,$441.87,$116.19,credit card
3000586793,1/9/2020,$284.02,$305.09,15/9/2020,$240.04,$163.04,$62.78,credit card
2884184860,1/10/2020,$369.16,,15/10/2020,$68.94,$273.03,$438.89,e-wallet
8302498498,1/11/2020,$330.02,,15/11/2020,$345.04,$371.72,$59.09,e-wallet
3411547940,1/12/2020,$470.91,,15/12/2020,$898.02,$348.85,$39.64,credit card
2578515628,1/1/2020,$489.06,,15/1/2020,$590.34,$19.40,$2.51,e-wallet
5036793055,1/2/2020,$147.81,,15/2/2020,$300.27,$30.91,$207.41,e-wallet
1416233807,1/3/2020,$177.32,,15/3/2020,$698.64,$227.67,$217.22,e-wallet
9759334861,1/4/2020,$474.02,$450.06,15/4/2020,$812.39,$276.10,$386.93,cheque
9266540449,1/5/2020,$357.08,,15/5/2020,$83.10,$461.47,$377.91,cheque
2451313637,1/6/2020,$162.81,,15/6/2020,$692.07,$488.84,$47.66,credit card
3807319448,1/7/2020,$363.60,,15/7/2020,$451.83,$355.70,$295.35,cheque
0592804706,1/8/2020,$107.93,$203.67,15/8/2020,$447.84,$236.43,$323.71,credit card
5206302164,1/9/2020,$204.35,,15/9/2020,$759.77,$481.16,$187.95,credit card
2474456594,1/10/2020,$68.92,,15/10/2020,$767.95,$131.18,$282.09,e-wallet
9950125474,1/11/2020,$282.39,$152.14,15/11/2020,$108.00,$229.30,$185.01,credit card
9874390019,1/12/2020,$465.98,,15/12/2020,$336.83,$442.93,$253.43,credit card
6551882268,1/1/2020,$353.81,$332.84,15/1/2020,$916.25,$390.02,$258.28,cheque
6390892039,1/2/2020,$246.51,,15/2/2020,$339.89,$228.38,$239.65,cheque
9386548226,1/3/2020,$96.95,,15/3/2020,$513.70,$50.83,$379.17,credit card
2979782600,1/4/2020,$162.58,,15/4/2020,$458.51,$425.92,$242.49,e-wallet
1157689448,1/5/2020,$128.78,$36.33,15/5/2020,$690.54,$393.13,$365.77,cheque
4473486538,1/6/2020,$295.20,,15/6/2020,$968.95,$398.43,$435.94,cheque
3961402459,1/7/2020,$356.53,,15/7/2020,$388.03,$365.96,$312.42,cheque
2994944969,1/8/2020,$200.44,,15/8/2020,$754.16,$27.29,$380.52,credit card
3146932735,1/9/2020,$363.06,,15/9/2020,$450.06,$75.36,$150.30,cheque
2490479616,1/10/2020,$310.52,$397.07,15/10/2020,$144.65,$378.08,$161.57,cheque
1256894847,1/11/2020,$388.07,,15/11/2020,$893.40,$344.20,$346.25,credit card
9404552271,1/12/2020,$98.36,,15/12/2020,$595.06,$116.60,$26.76,e-wallet
0119491301,1/1/2020,$473.76,,15/1/2020,$937.06,$433.79,$374.35,cheque
